verdict,product,file,category,overlap,brand_on_pack,text_found
no overlap,Dds Nattu Sugar500G,dds-nattu-sugar500g.jpg,Sweeteners,0.0,,"nay@m JXGGERYPOWDER Head Office: fssai No.76,C1Cauvery Apartment, UCNo-24205070021 Ganesh Avenue Extension. Porur,Chennai.600 116. Cell:8838924826 Packed&Marketed by NayamAgriKart,No:3/1/1 NorthMoolangudKulumano Trichy639103. Net Wgt 500gm Batch No Packed on Jan2021 MRP 7 60/-"
no overlap,Nykaa Cotton Pads,nykaa-cotton-pads.jpg,Personal Care,0.0,,NIKAA Skin Soft PyemioCottonPed
no overlap,Shaving Brush,shaving-brush.jpg,Personal Care,0.0,,UrbanMooch PREMIUM SHAVINGCREAM FORALLSKINTYPES Nourishes skinand hydrates hairfor irritation-free shaves. Net Wt. 100gm
no overlap,Tprg Kunkum,tprg-kunkum.jpg,Pooja & Religious,0.0,,GOPURAM* NETT WEIGHT
no overlap,Kr Jowar Floor 500G,kr-jowar-floor-500g.png,Rice & Cereals,0.0,,"ORGANICSOUL NuRTuRing EAth,NouRishinG you JOWARFLOUR Pure|NoChemical|NoPreservatives Organicgoodness"
no overlap,Keya 10Rs,keya-10rs.png,Spices & Masalas,0.0,,KEVA PIZZA MASALA SAHETS TNS
no overlap,Tres Sh S&S 80Ml,tres-sh-s-s-80ml.jpg,Personal Care,0.0,,TRESemme USED BY PROFESSIONALS Keratin SMOOTH weightless non alourdissant +HEATPROTECTION +PROTECTIONANTI-CHALEUR WITHSYSTEMIAVEC SYSTEME PREP SHAMPOOISHAMPOOING 0% PARABENSIMINERALOIL PARABENESIHUILEMINERALE DMDMHYDANTOINE 28USFLOZ1828mL
no overlap,Dds Meal Maker New 200G,dds-meal-maker-new-200g.jpg,Pulses & Grains,0.0,,"Healbhy.NutitiouswholesomeFood HlthNutriushemoo HandcroftedbyFamers HandcraoftedbyFarmers HethutritiouswhmFo Heolthy.NutitiousWholesomeFood Handcraofted byFarmers HandcratedbyFomers IKAI IKAN"" haHaturi NIHKAN IKAN IKAN NIHKAN'S DEHYDR Eala Nutealy Ee Nataral- HYDRATED NIHKAN'S SPROI NIHKAN'S PROUTS "
no overlap,D. H Roasted Rava 500G,d-h-roasted-rava-500g.jpg,Rice & Cereals,0.0,,RoastedRava Semolina 00g（1.1lb RoastedRavo
no overlap,H&S Basic Clean-2 X 4,h-s-basic-clean-2-x-4.jpg,Personal Care,0.0,,XL h&s CHAMPO&ACONDICIONADORANTICASPA 2enl CLASSIC CLINICAMENTEPROBADO/TESTADC
no overlap,Dds Kambu 500 G,dds-kambu-500-g.jpg,Rice & Cereals,0.0,,SAA-42 N.WEIGHT:500g BatchNo: BeulBefors4Montha 08/2021Pacdem: MRP 526 SAARALFOOOPRODUCTS
no overlap,Sambandhi Black Ellu-100G,sambandhi-black-ellu-100g.jpg,Spices & Masalas,0.0,,IDHAYAM AMBANDH Sesame 00g
no overlap,Pentonic Pen 10,pentonic-pen-10.jpg,Toys & Stationery,0.0,,LING Write the future
no overlap,Him Cl Com Br Fc100G,him-cl-com-br-fc100g.jpg,Personal Care,0.0,,Him Herbal Goodness of Nature Ana Power of Science HNAE ALMOND EAF ALMOND ALMOND
no overlap,Dds Gram Dhall 500 G,dds-gram-dhall-500-g.jpg,Pulses & Grains,0.0,,SPICE EMPORIUM GRAMDHALL500g INGREDIENTS 600970404138
no overlap,Sak Coriender Pow 50 G,sak-coriender-pow-50-g.png,Spices & Masalas,0.0,,AKTHI coriande D6060 CORIANDER PWRE
no overlap,Ajs Burfi-50Rs,ajs-burfi-50rs.png,Sweeteners,0.0,,FREE MEASURING Sharnay CUP Ready to Cook Instant mix Justwam and serve Healthy& Hearty Yummy& Nutritious 100 g 0.22 Ibs
no overlap,Uzhavu Jaggery Pow 500G,uzhavu-jaggery-pow-500g.jpg,Sweeteners,0.0,,HERBAL UZHAYU JAGGERYPOWDER Organics Issa SORNAMENTERPRISES Rs-50.00
no overlap,Note,note.jpg,Toys & Stationery,0.0,,PRODUCT CODE M05-FOAM HSN:48209090(G.S.T.18%) PRODUCT OPEN SIZE CLOSESIZE HEIGHT OUTER (LxW) (MX) CODE 皖N13 M05-FOAM 195mmX220mm 195mm.X95mm 25mm 60Pcs PACKINGTYPEWhite Box.
no overlap,Dds Gundu Fried Gram 500G,dds-gundu-fried-gram-500g.jpg,Pulses & Grains,0.0,,FRIEDGRAM BHAGYALAKSHMI
no overlap,Sak Coriender Pow 200G,sak-coriender-pow-200g.png,Spices & Masalas,0.0,,ORANNDE POWDER
no overlap,Dds Sugar 1 Kg,dds-sugar-1-kg.jpg,Sweeteners,0.0,,HEALI DHAMbWre SULPHURLESSSUGAR DOUBLE9EFINED PUREWHITECRYSTALS UltraPure AProduct ofdhampur SugarMills Lr
no overlap,Vvr Gn Burfi,vvr-gn-burfi.png,Sweeteners,0.0,,nandini
no overlap,Double Side Tape,double-side-tape.webp,Toys & Stationery,0.0,,sonderetape tope
no overlap,Me Gifts,me-gifts.jpg,Toys & Stationery,0.0,,STATIGNLRY ABONVAS DDYHE IYANDIVHE STAND IY ME STAND DY ME YANDBYME LOVE
no overlap,Youva Note,youva-note.jpg,Toys & Stationery,0.0,,you AvaiabieOnine
no overlap,Dds Horse Gram 500G,dds-horse-gram-500g.jpg,Pulses & Grains,0.0,,HORSEGRAM PROCESSED&PACKEDBY SREEDURGA INDUSTRIES SINCE1987 Net Weight:500g 500G
no overlap,Ink Eraser,ink-eraser.jpg,Toys & Stationery,0.0,,JAINEX Technology InkEraserPen JRTNEX SeonuxMistakesateCosiectntle..! R25/ InkErasenPen JATNE InkeraserPer 25/ inkEraserPn 25/ ?25/-
no overlap,Mamaearth Face Wash 125Rs,mamaearth-face-wash-125rs.jpg,Personal Care,0.0,,500 km 英国 9F2 207+7 7913207 求儿卜儿 EU加盟国 加盟候補国
no overlap,Dds Fried Gram 250 Gm,dds-fried-gram-250-gm.jpg,Pulses & Grains,0.0,,V.V 100%Veg FRIEDGRAM 100% Premium Qualty 100%Sortexed Nutritious
no overlap,Dds Samai Rice500G,dds-samai-rice500g.jpg,Rice & Cereals,0.0,,5sel 12417003000828 SAA-42 Batch No: N.WEIGHT:500g Packedon: BestBefore4Months 08/2021 MRP 761- FromtheDateofPacking Pncked&Marketed By SAARAL FOOO PRODUCTS Thennampaliyam.Coimbatorc 641401
no overlap,Kr Kaatuyanam Rice 500G,kr-kaatuyanam-rice-500g.jpg,Rice & Cereals,0.0,,KattuyanamRice This Image In Shown llustration Purpose Only eat 100% 500g
no overlap,Teju Chick Kabab500G,teju-chick-kabab500g.jpg,Spices & Masalas,0.0,,TU CHICKEN ABAB POWDER gmruroruscrusewcue
no overlap,3 Roses 100 G (S),3-roses-100-g-s.jpg,Tea & Coffee,0.0,,Care Natiul With5Natural ingredients
no overlap,Whisper Ul Xl 6Pads,whisper-ul-xl-6pads.png,Personal Care,0.0,,50 MgLONGER uhisper x choice Jultra FreshFlou XL stain PADS WINGS protection
no overlap,Dds Kabul Big 500 G,dds-kabul-big-500-g.jpg,Pulses & Grains,0.0,,"VSNaturalAgro,Nashik Nashik-9423342974"
no overlap,Dds Idli Soda 100 G,dds-idli-soda-100-g.jpg,Rice & Cereals,0.0,,Instant Mix Gits SINCE1963 BreakfastMix NOADDED MAKES PRESERVATIVES 18 RICEIDLI ARTIFICIAL FLANOURS& RICE COLOURS IDLIS RICEIDL 200 NETWT 200g gram
no overlap,Rajam Sukku Coffee 500 G,rajam-sukku-coffee-500-g.jpg,Tea & Coffee,0.0,,New Since1989 ajam RAJAMSUKKUKAAPIMIX Raiato 100% ADDWITHHOTWATER ATraditonalDyinkofTomanad
no overlap,Oral-B Fresh Clean,oral-b-fresh-clean.png,Personal Care,0.0,,10.+ 2FREE1MRP20.00
no overlap,Ajs Burfi-60Rs,ajs-burfi-60rs.jpg,Sweeteners,0.0,,GO DESi DryFruit Barfi 93% Dryfruits purponeoeh
no overlap,Ponds Bright Beauty 35G,ponds-bright-beauty-35g.jpg,Personal Care,0.0,,POND'S IN SKIN STITUT BRIGHTBEAUTYTM WITH NIACINAMIDE [VITAMINB3] ANTI-DULLNESS FACEWASH BRICHTNESS
no overlap,Whisper Ul So 2X S Xl+6p,whisper-ul-so-2x-s-xl-6p.jpg,Personal Care,0.0,,ShowerFresh# Breathable for atra fies Breathable arefree.
no overlap,Dabur Honey 225g,dabur-honey-225g.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Vaseline Cocoa Glow 100ml,vaseline-cocoa-glow-100ml.jpg,Personal Care,0.0,,"Net Vol,When Packed 100ml 81901030912344"
no overlap,Milky Mist Condensed Milk,milky-mist-condensed-milk.jpg,Dairy & Fats,0.0,,MRP 15%M Mkist CurD AGreen Ene Compan 400 METOUANTITY:
no overlap,Ruchi Gold Palm Oil 425g,ruchi-gold-palm-oil-425g.jpg,Cooking Oils,0.0,,REFINED PALMOLEINOIL JNDIA'S LEADING BRAND OF PACKED PALMOLEI CEGMEI
no overlap,Dabur Honey 100 G,dabur-honey-100-g.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Gil Labs 2S,gil-labs-2s.jpg,Personal Care,0.0,,GilletteLabst Gilleffe Gillefte lette
no overlap,Paper Plate No 10,paper-plate-no-10.jpg,Kitchen Accessories,0.0,,Hefty EVERYDAY AKPROOF PLATES B.B7IN.PLATES PLFOS22.5cm
no overlap,Pillsbury Atta 1Kg,pillsbury-atta-1kg.jpg,Rice & Cereals,0.0,,Made From Sharbati Wheat oldAtt SHARTPOINT 229.00 229.00 609
no overlap,7Up 2 Lt,7up-2-lt.jpg,Beverages,0.0,,"Lipides0g 0% m/Sodium60mg 3% gars/Sucres42g in/ Proteines0g asgicantsourceofsaturatedfat, JUTILISEESSOUSLICENCE inccalciumoriron oangigabledelipidessatures staschlesterol,fibres,vitamineA neCcaliumetfer RETOURNERPOUR REMBOURSEN PEPSICOCANADA ULC,MISSSAUGA,ON L4W5J7. NOTFOR INDIVIDUAL SALE CONSUMERIN"
no overlap,Pillsbury Atta 2Kg (S),pillsbury-atta-2kg-s.jpg,Rice & Cereals,0.0,,Made From Sharbati Wheat oldAtt SHARTPOINT 229.00 229.00 609
no overlap,Mirinda 2 Lt,mirinda-2-lt.jpg,Beverages,0.0,,2.5SAR MRINA ORANGE
no overlap,Dabur Honey 500 G (S),dabur-honey-500-g-s.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Gems 5Rs,gems-5rs.jpg,Chocolates & Candies,0.0,,juicy NETWS RC POIDSMET
no overlap,Avt Tea 500g,avt-tea-500g.jpg,Tea & Coffee,0.0,,SOATS REFT D:5.99 PREMIUM LEAF EA AFRR Freshly 067467220 400g LACKTEA
no overlap,Whisper Ul Cl Xl 30,whisper-ul-cl-xl-30.jpg,Personal Care,0.0,,ShowerFresh# Breathable for atra fies Breathable arefree.
no overlap,Ponds Soft Gl Skin Lotion90ml,ponds-soft-gl-skin-lotion90ml.jpg,Personal Care,0.0,,LIGHT POND'S MOISTURISER 2024/7/31 19:40
no overlap,Ponds D.f.t 400g,ponds-d-f-t-400g.jpg,Personal Care,0.0,,POND'S POND'SINSTITUTEJAPAN FLAWLESS RADIANCE Even-tone Glow Night Cream FADEDARKMARKS FOREVEN-TONED SKIN VITAMINO3ACTIN POND'S PONDSINSTITUTEJAPAN FLAWLESS RADIANCE Even-tone Glow Night Cream
no overlap,Avt Tea 100 G,avt-tea-100-g.jpg,Tea & Coffee,0.0,,SOATS REFT D:5.99 PREMIUM LEAF EA AFRR Freshly 067467220 400g LACKTEA
no overlap,Maaza 10rs,maaza-10rs.jpg,Beverages,0.0,,10/ MRPINCL.OF ALLTAXES REFRESH THIS PACK CONTAINS 66 READY-TO-SERVE kcal FRUIT DRINK 3.3%
no overlap,Avt Tea 250g R,avt-tea-250g-r.jpg,Tea & Coffee,0.0,,SOATS REFT D:5.99 PREMIUM LEAF EA AFRR Freshly 067467220 400g LACKTEA
no overlap,Oreo Strawberry 120g,oreo-strawberry-120g.jpg,Bakery & Snacks,0.0,,32B2 66 awberry SATFAT ChocCookieSandwichwith SweetStrawberryCreme 1100 e133g
no overlap,Paper Plate No 7,paper-plate-no-7.jpg,Kitchen Accessories,0.0,,Hefty EVERYDAY AKPROOF PLATES B.B7IN.PLATES PLFOS22.5cm
no overlap,Act Ii Chilli Surprise,act-ii-chilli-surprise.jpg,Spices & Masalas,0.0,,minutes Hot'n'Fresh Popcorn NO.1IN THE WORLD Flavour
no overlap,Dabur Honey 1 Kg,dabur-honey-1-kg.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Ponds Starlight 40G,ponds-starlight-40g.jpg,Personal Care,0.0,,PONE'S FORNULATEDBYTHEPON STARLIG perfumed talcum powder ORCHID JASMINENOTES 50g
no overlap,Oreo Strawberry 10,oreo-strawberry-10.jpg,Bakery & Snacks,0.0,,32B2 66 awberry SATFAT ChocCookieSandwichwith SweetStrawberryCreme 1100 e133g
no overlap,Cadbury Hot Chocolate,cadbury-hot-chocolate.jpg,Chocolates & Candies,0.0,,Malaysia
no overlap,Nivea Men Active Cl250ml,nivea-men-active-cl250ml.jpg,Personal Care,0.0,,rotec 100% NATURAL Tiffany 05.50 PAPA JOE Classic 0% GLUTEN FREE TRANSFAT
no overlap,Heinz Tom Twist Chilli 435g,heinz-tom-twist-chilli-435g.jpg,Spices & Masalas,0.0,,JHEINZ ESTP1869 PRODUKI: 10/2025
no overlap,Dabur Honey 24rs,dabur-honey-24rs.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Tata Agni Tea 100 G,tata-agni-tea-100-g.jpg,Tea & Coffee,0.0,,ATATEA AGNLE JAGAYEHARROL OSH RONG LEAF 10 EXTRASTRONG LEAVES STRONG fEA GREAT DD
no overlap,Goli Soda 200ml,goli-soda-200ml.jpg,Beverages,0.0,,Cobun iNature Frut Lperior's preme Choice aliS ORANGE
no overlap,Haldirams 10rs,haldirams-10rs.jpg,Bakery & Snacks,0.0,,"INGREDIENTS:Tepa ble Oil(Cotton Seed (ApproximateValues) PuseFlourdib Condiments (Red Per100g Powder,Ginger Energy 580.8kcal Powder,utm 13.9g Protein ForFeedbao Batch No.a Total Carbohydrate 39.5g The Consu Sugars 3.9g HALDIR MhalFat 40.8g C-31,Se Saturated Fat Gautam 10.4g Trans Fat Orcallus 0.1g O"
no overlap,Kr Chat Masala 100g,kr-chat-masala-100g.jpg,Spices & Masalas,0.0,,Authientic Rani BRANDR Authentic Indian Products Chatasala （14SPICESEASONINGSALT) NetWt.16.7oz(1.04lbs)475g
no overlap,Bournvita Biscuit-10,bournvita-biscuit-10.jpg,Tea & Coffee,0.0,,Bour ita OHEALTH RISCU
no overlap,Id In Coffee Liq 150ml,id-in-coffee-liq-150ml.jpg,Tea & Coffee,0.0,,AIC 4.5% vol.
no overlap,Pril 120ml,pril-120ml.jpg,Household,0.0,,OFFER 859 Secrets ofthe Cook COLD POWER Uga 11-00 APPLE 52830 ermany Nr.1in Germany Henke Henkel
no overlap,Tata Agni Tea 250 G,tata-agni-tea-250-g.jpg,Tea & Coffee,0.0,,ATATEA AGNLE JAGAYEHARROL OSH RONG LEAF 10 EXTRASTRONG LEAVES STRONG fEA GREAT DD
no overlap,Ponds Starlight 80G,ponds-starlight-80g.jpg,Personal Care,0.0,,PONE'S FORNULATEDBYTHEPON STARLIG perfumed talcum powder ORCHID JASMINENOTES 50g
no overlap,Moov 20G,moov-20g.jpg,Health & Wellness,0.0,,ncees Alasko esfon NETWEIGHT 2kg POIDSNET .DEY PITTED· GRADE/CATEGORIE EADYTOEAT
no overlap,Whisper Ul Xl 15,whisper-ul-xl-15.jpg,Personal Care,0.0,,ShowerFresh# Breathable for atra fies Breathable arefree.
no overlap,Mat-20,mat-20.jpg,Household,0.0,,Bridelice Ma Creme Jegere fouettee 20 enun
no overlap,Paper Plate No 12,paper-plate-no-12.jpg,Kitchen Accessories,0.0,,Hefty EVERYDAY AKPROOF PLATES B.B7IN.PLATES PLFOS22.5cm
no overlap,Dabur Honey 50G,dabur-honey-50g.jpg,Sweeteners,0.0,,Packedin SUGGESTED USAGE With Asa WithWarm Milk 1223094522KOP Water topping TRIPLE PURITY GUARANTEE ·IRMS Tested forno sugar adulterotion -ICMS/MS lesed fer SMR (nonitesynup ockulierfion) -ICMS/MStested farantibiolic residues SanQRcoxe to MPurtyCertificaatefor IndiaGate RicePack DatuHoneybokhe MRPof
no overlap,Paper Plate No 8,paper-plate-no-8.jpg,Kitchen Accessories,0.0,,Hefty EVERYDAY AKPROOF PLATES B.B7IN.PLATES PLFOS22.5cm
no overlap,Paper Cup,paper-cup.jpg,Kitchen Accessories,0.0,,papercups Bringthe cinemahome
no overlap,Paper Plate No 6,paper-plate-no-6.jpg,Kitchen Accessories,0.0,,Hefty EVERYDAY AKPROOF PLATES B.B7IN.PLATES PLFOS22.5cm
unreadable,Kr Chilly Murukku 500G,kr-chilly-murukku-500g.png,Bakery & Snacks,0.0,,
unreadable,Milky Mist Curd500Pkt,milky-mist-curd500pkt.jpg,Dairy & Fats,0.0,,精密下 梭電 T型 需断 玄能 石頭
unreadable,Brit 50 50 Potazos 10,brit-50-50-potazos-10.png,Bakery & Snacks,0.0,,
unreadable,Doritos 10Rs,doritos-10rs.webp,Bakery & Snacks,0.0,,
unreadable,Cap,cap.png,Personal Care,0.0,,
unreadable,Poppins-Mrp-2,poppins-mrp-2.jpg,Chocolates & Candies,0.0,,PARLE
unreadable,Kish Cheery Fruit 50,kish-cheery-fruit-50.jpg,Dry Fruits & Nuts,0.0,,
unreadable,Nrb Acid 50Rs,nrb-acid-50rs.jpg,Household,0.0,,NRB
unreadable,Vim Bar-10Rs,vim-bar-10rs.jpg,Household,0.0,,
unreadable,Vim Drop 20,vim-drop-20.jpg,Household,0.0,,LNONS
unreadable,Spotzern Zero Cloth Brush,spotzern-zero-cloth-brush.jpg,Household,0.0,,
unreadable,Glass Jar,glass-jar.jpg,Kitchen Accessories,0.0,,
unreadable,Steel & Alu Am Ba,steel-alu-am-ba.jpg,Kitchen Accessories,0.0,,
unreadable,Eva Deo 40Ml,eva-deo-40ml.jpg,Personal Care,0.0,,FRESH
unreadable,Frooti Mango 300Ml,frooti-mango-300ml.png,Beverages,0.0,,
unreadable,Everyday Sandwich Bread,everyday-sandwich-bread.png,Bakery & Snacks,0.0,,
unreadable,Unibic Fruit&Nut Cookies,unibic-fruit-nut-cookies.png,Bakery & Snacks,0.0,,
unreadable,Vim Drop Lemon 225 Ml,vim-drop-lemon-225-ml.jpg,Household,0.0,,Vim
unreadable,Sunfeast Marie Or-10,sunfeast-marie-or-10.webp,Bakery & Snacks,0.0,,
unreadable,Dds Cashew 50 G Full,dds-cashew-50-g-full.png,Dry Fruits & Nuts,0.0,,
unreadable,Seama Oil Dispenser,seama-oil-dispenser.jpg,Kitchen Accessories,0.0,,
unreadable,Ela Snacks,ela-snacks.png,Bakery & Snacks,0.0,,
unreadable,K W 30Rs,k-w-30rs.jpg,Bakery & Snacks,0.0,,DryCake Special KE TANIA Nanglo's oooles PUFF Pastry Cake GREOENTS NetWiy-25hgmt
unreadable,Lehar Soda 750Ml,lehar-soda-750ml.png,Beverages,0.0,,
unreadable,Egg 6 Pcs,egg-6-pcs.png,Dairy & Fats,0.0,,
unreadable,Para 250 Ml Jar,para-250-ml-jar.png,Health & Wellness,0.0,,
unreadable,Kalai Appala Poo 100G,kalai-appala-poo-100g.jpg,Bakery & Snacks,0.0,,
unreadable,7 Up 20Rs,7-up-20rs.jpg,Beverages,0.0,,tlmonjuice Nimbo
unreadable,555 Mop 199,555-mop-199.png,Household,0.0,,
unreadable,Cloth Bag,cloth-bag.jpg,Household,0.0,,
unreadable,Lion Dates Nut Bites,lion-dates-nut-bites.png,Dry Fruits & Nuts,0.0,,LION
unreadable,Container-40-45,container-40-45.jpg,Kitchen Accessories,0.0,,
unreadable,Brite Comb,brite-comb.jpg,Personal Care,0.0,,
unreadable,Premier 10Handkerchiefs,premier-10handkerchiefs.png,Personal Care,0.0,,
unreadable,Sri Ganesh Lamp Oil 1L,sri-ganesh-lamp-oil-1l.jpg,Pooja & Religious,0.0,,
unreadable,Uzhavu Palm Jaggery 250G,uzhavu-palm-jaggery-250g.jpg,Sweeteners,0.0,,
unreadable,Onion Big,onion-big.jpg,Vegetables & Fruits,0.0,,
unreadable,Dds White Corn 500 Gm,dds-white-corn-500-gm.jpg,Rice & Cereals,0.0,,
unreadable,Teju Jeera Pow 10Rs,teju-jeera-pow-10rs.png,Spices & Masalas,0.0,,
unreadable,Dds Boil Rice-80,dds-boil-rice-80.jpg,Rice & Cereals,0.0,,
unreadable,Coconut,coconut.jpg,Vegetables & Fruits,0.0,,
unreadable,Kissan Fr Tom Kitch500Gm,kissan-fr-tom-kitch500gm.jpg,Salt & Condiments,0.0,,
unreadable,Mtr Hing 50G,mtr-hing-50g.png,Spices & Masalas,0.0,,HING
unreadable,Dds Black Gram 500 G,dds-black-gram-500-g.jpg,Pulses & Grains,0.0,,
unreadable,Dds Green Gram 250 G,dds-green-gram-250-g.png,Pulses & Grains,0.0,,
unreadable,Dds Boil Rice 1Kg,dds-boil-rice-1kg.jpg,Rice & Cereals,0.0,,
unreadable,Uzhavu Organic Jaggery 500,uzhavu-organic-jaggery-500.jpg,Sweeteners,0.0,,
unreadable,Him Fw Apricot 50Ml,him-fw-apricot-50ml.jpg,Personal Care,0.0,,
unreadable,Socks,socks.jpg,Personal Care,0.0,,
unreadable,Akshiya Gopuram 26Kg,akshiya-gopuram-26kg.jpg,Pooja & Religious,0.0,,
unreadable,Camphor Katti Nrb,camphor-katti-nrb.jpg,Pooja & Religious,0.0,,
unreadable,Vasavi Moong,vasavi-moong.jpg,Pulses & Grains,0.0,,
unreadable,Ball,ball.jpg,Toys & Stationery,0.0,,
unreadable,So Soft Wipes,so-soft-wipes.webp,Personal Care,0.0,,20
unreadable,Vcare Goat Milk Soap100G,vcare-goat-milk-soap100g.png,Personal Care,0.0,,乾燥物 乾燥对象物 加熱→昇華乾燥 再凝秸 再凝秸→融解
unreadable,Dds Kambu Flakes 200G,dds-kambu-flakes-200g.webp,Rice & Cereals,0.0,,
unreadable,Dds Steam Rice 1 Kg,dds-steam-rice-1-kg.jpg,Rice & Cereals,0.0,,
unreadable,Dds Steam Kuruai 1Kg,dds-steam-kuruai-1kg.jpg,Rice & Cereals,0.0,,
unreadable,Dds Annachipoo 10 G,dds-annachipoo-10-g.jpg,Spices & Masalas,0.0,,
unreadable,Dds Gram Flour 500 G,dds-gram-flour-500-g.jpg,Pulses & Grains,0.0,,
unreadable,Dds Horse Gram 250G,dds-horse-gram-250g.jpg,Pulses & Grains,0.0,,
unreadable,Fevicol 25Gm,fevicol-25gm.jpg,Toys & Stationery,0.0,,MR
unreadable,D.H Sy Vinegar1L,d-h-sy-vinegar1l.png,Salt & Condiments,0.0,,
unreadable,Pen Light,pen-light.jpg,Toys & Stationery,0.0,,
unreadable,Scaff,scaff.jpg,Toys & Stationery,0.0,,
unreadable,Dds Black Gram 250 G,dds-black-gram-250-g.jpg,Pulses & Grains,0.0,,
unreadable,Red Label Nat Care250,red-label-nat-care250.jpg,Tea & Coffee,0.0,,Teo
unreadable,Puffed Rice,puffed-rice.jpg,Rice & Cereals,0.0,,e200g
unreadable,Milky Mist Greek Yogurt 250g,milky-mist-greek-yogurt-250g.jpg,Dairy & Fats,0.0,,
unreadable,Sunfeast Milk 35rs,sunfeast-milk-35rs.jpg,Dairy & Fats,0.0,,
unreadable,Sunfeast Milk 10rs,sunfeast-milk-10rs.jpg,Dairy & Fats,0.0,,
unreadable,Red Label Nat Care100g,red-label-nat-care100g.jpg,Tea & Coffee,0.0,,Teo
unreadable,Slice 125ml,slice-125ml.jpg,Beverages,0.0,,200ml @15/
unreadable,Mat-70-80,mat-70-80.jpg,Household,0.0,,
unreadable,Thums Up 250ml,thums-up-250ml.jpg,Beverages,0.0,,
unreadable,Slice 20rs,slice-20rs.jpg,Beverages,0.0,,200ml @15/
unreadable,Maggi Chicken Cubes(s),maggi-chicken-cubes-s.jpg,Pasta & Noodles,0.0,,Maggi
unreadable,Tiger Kreemz Orang 5Rs,tiger-kreemz-orang-5rs.jpg,Bakery & Snacks,0.0,,TGER
unreadable,Elite Rusk 10,elite-rusk-10.jpg,Bakery & Snacks,0.0,,Piz
ok,Sunfeast Moms Magic Cas&Almd-10,sunfeast-moms-magic-cas-almd-10.png,Bakery & Snacks,0.2,,MOM'S MAGIC
ok,Milky Mist Cheese Slice100G,milky-mist-cheese-slice100g.jpg,Dairy & Fats,0.25,,CHEESE SLICES Net Weight: 100g SLICES Suggested Serving only
ok,Mayuri Gar Bag Medium,mayuri-gar-bag-medium.jpg,Household,0.25,,MAYURI Nature's gift EFLAKESMEDIUN gualityflattened White Rice fordelicious receipes 100% MAT NetWeight 800G0 1.76lbs PREMIUM QUALITY EXPORT Sugar PACK Fat aturates 0.4g 1.2g 2% 1%
ok,Brit Vita Marie Gold30Rs,brit-vita-marie-gold30rs.png,Bakery & Snacks,0.25,,Mita mane GOLD
ok,All Out Ultra Refil 45Ml,all-out-ultra-refil-45ml.jpg,Household,0.25,,AllOut ULTRA Bedtime Protection* POWER+SLIDER AllOut 100%MOREPOWER ULTRA KILLSDENGUEMOSQUITOES COVERS THEENTIRE ROOM***
ok,Lion Desert King 200G Ref,lion-desert-king-200g-ref.jpg,Dry Fruits & Nuts,0.25,,LION DESEEDED DATES
ok,Odo Fresh Rose Cube 100G,odo-fresh-rose-cube-100g.jpg,Household,0.25,,Odo Fre can RoseCubes Cewsedlor AiFreshener
ok,Milky Mist Curd Pkt,milky-mist-curd-pkt.jpg,Dairy & Fats,0.25,,PACK OF CurD Sulj
ok,Dds Boiled Rice Cbr 1Kg,dds-boiled-rice-cbr-1kg.jpg,Rice & Cereals,0.25,,"Pre-cooking: cooking-5 cups ofwater for1cupof rice.Closed pan cooking-2 cups of water for 1 cup of rice. JeeraRICE cookdepending on how hard or softthe water is). Cooking Methods Open pan: Inalargecookingpot,bringwatr varietyKaima rice'or  Jken Rice is an to rolling boil. Add drained rice and stir g"
